Open,High,Low,Close,SMA_5,SMA_10,SMA_15,SMA_20,EMA_5,EMA_10,EMA_15,EMA_20,TMA,bb_middle_band,bb_lower_band,Highest High,lowest_low,Ibovespa: (Brasil)
44183.0,45702.0,44183.0,45539.0,44420.8,43130.2,42645.4,41870.45,44337.198107762364,43463.66117657668,42780.63700752333,42259.47994080956,39611.44,41870.45,38031.0816938851,45539.0,40077.0,88
45536.0,46179.0,45226.0,45992.0,44741.0,43538.7,43039.8,42219.3,44888.798738508245,43923.359144471826,43182.05738158291,42614.95804168483,39785.745,42219.3,38216.71587970977,45992.0,40256.0,88
45989.0,46591.0,45284.0,45418.0,44991.2,44015.2,43238.4,42559.85,45065.1991590055,44195.11202729513,43461.55020888505,42881.91441866723,39981.8125,42559.85,38687.72183709016,45992.0,40256.0,88
45420.0,45453.0,44811.0,45273.0,45280.8,44449.9,43491.53333333333,42847.95,45134.46610600367,44391.09165869601,43687.98143277442,43109.63685498463,40197.6925,42847.95,39069.787829049754,45992.0,40256.0,88
45277.0,46211.0,45277.0,46025.0,45649.4,44854.8,43773.26666666667,43142.1,45431.31073733578,44688.16590256945,43980.10875367762,43387.29048784324,40432.5275,43142.1,39336.48457539396,46025.0,40256.0,88
46018.0,46187.0,45723.0,45778.0,45697.2,45059.0,43985.86666666667,43408.35,45546.87382489052,44886.31755664773,44204.84515946791,43614.977108048646,40679.159999999996,43408.35,39647.699190632105,46025.0,40256.0,88
45778.0,45778.0,44275.0,44433.0,45385.4,45063.2,44154.26666666667,43626.2,45175.582549927014,44803.896182711775,44233.36451453443,43692.88405013925,40935.68,43626.2,40170.5191351053,46025.0,40256.0,88
44434.0,45369.0,44434.0,44888.0,45279.4,45135.3,44436.6,43748.65,45079.72169995135,44819.18778585509,44315.193950217625,43806.70461679265,41191.55,43748.65,40296.36187326444,46025.0,40256.0,88
44888.0,45804.0,44888.0,45801.0,45385.0,45332.9,44761.6,43964.9,45320.14779996757,44997.6990975178,44500.91970644042,43996.63751043145,41451.33,43964.9,40567.74272368803,46025.0,41977.0,88
45801.0,46946.0,45801.0,46772.0,45534.4,45591.9,45081.333333333336,44213.55,45804.09853331171,45320.29926160547,44784.80474313537,44260.95774753322,41714.625,44213.55,40759.406431762094,46772.0,43429.0,88
46772.0,46772.0,45662.0,45820.0,45542.8,45620.0,45220.26666666667,44375.1,45809.399022207814,45411.15394131356,44914.20415024345,44409.43796205387,41974.975,44375.1,40937.80193902255,46772.0,43429.0,88
45819.0,46138.0,44966.0,45821.0,45820.4,45602.9,45315.6,44570.8,45813.26601480521,45485.671406529276,45027.55363146302,44543.872441858264,42235.8,44570.8,41275.09888491094,46772.0,43593.0,88
45825.0,47410.0,45825.0,47227.0,46288.2,45783.8,45519.6,44899.5,46284.51067653681,45802.27660534213,45302.484427530144,44799.40839977653,42502.015,44899.5,41937.95996143911,47227.0,43706.0,88
47235.0,48126.0,47235.0,47290.0,46586.0,45985.5,45750.6,45217.7,46619.673784357874,46072.771768007195,45550.923874088876,45036.60759979781,42772.995,45217.7,42697.606343010404,47290.0,44183.0,88
47290.0,50405.0,47290.0,50405.0,47312.6,46423.5,46165.46666666667,45639.15,47881.44918957192,46860.44962836952,46157.68338982777,45547.88306648374,43056.1125,45639.15,42652.465532233255,50405.0,44275.0,100
50404.0,50909.0,50013.0,50670.0,48282.6,46912.7,46507.53333333333,45985.85,48810.96612638128,47553.09515048415,46721.722966099296,46035.70372681862,43340.6475,45985.85,42411.36053855252,50670.0,44275.0,100
50675.0,52096.0,50672.0,51499.0,49418.2,47619.3,46874.666666666664,46341.25,49706.97741758752,48270.53239585066,47318.88259533689,46556.0176575978,43624.7375,46341.25,42117.27159688297,51499.0,44275.0,100
51499.0,52079.0,49743.0,50058.0,49984.4,48136.3,47184.0,46635.8,49823.98494505835,48595.52650569599,47661.27227091978,46889.539785445624,43904.990000000005,46635.8,42241.220584401846,51499.0,44275.0,100
50066.0,51396.0,50051.0,51396.0,50805.6,48695.8,47592.2,47014.35,50347.98996337224,49104.703504660356,48128.11323705481,47318.72647254604,44191.595,47014.35,42356.99996913491,51499.0,44275.0,100
51389.0,51389.0,50060.0,50976.0,50919.8,49116.2,47922.26666666667,47354.05,50557.32664224816,49444.93923108574,48484.09908242296,47667.03823706547,44481.74250000001,47354.05,42582.90571482071,51499.0,44275.0,100
50980.0,51565.0,49808.0,50326.0,50851.0,49566.8,48225.46666666667,47593.4,50480.217761498774,49605.132098161055,48714.33669712009,47920.272690678285,44767.89,47593.4,42731.06721007303,51499.0,44434.0,100
50317.0,50317.0,48430.0,48679.0,50287.0,49852.6,48508.53333333333,47727.75,49879.81184099919,49436.74444394995,48709.919609980076,47992.53243442321,45043.3125,47727.75,42901.47922951903,51499.0,44888.0,100
48671.0,49461.0,48284.0,49446.0,50164.6,50074.5,48812.4,47929.15,49735.20789399946,49438.42727232268,48801.929658732566,48130.95791685909,45311.7775,47929.15,43169.51458223963,51499.0,44966.0,100
49447.0,49552.0,48796.0,49007.0,49686.8,50246.2,49026.13333333333,48115.85,49492.471929332976,49359.98595008219,48827.563451391,48214.39049620585,45575.1725,48115.85,43496.75622416053,51499.0,44966.0,100
49012.0,51490.0,49012.0,51463.0,49784.2,50352.0,49338.86666666667,48387.75,50149.31461955533,49742.352140976334,49156.99301996712,48523.78187751958,45837.455,48387.75,43654.18255567232,51499.0,44966.0,100
51465.0,52145.0,50987.0,51347.0,49988.4,50419.7,49707.333333333336,48666.2,50548.54307970355,50034.106297162456,49430.74389247123,48792.65979394628,46100.3475,48666.2,43924.28095387544,51499.0,45825.0,100
51349.0,52640.0,51143.0,51245.0,50501.6,50394.3,50068.933333333334,49006.8,50780.69538646904,50254.26878858746,49657.52590591233,49026.21600404663,46369.377499999995,49006.8,44560.69965925207,51499.0,47235.0,100
51244.0,51244.0,49565.0,50087.0,50629.8,50397.2,50259.6,49266.75,50549.46359097936,50223.856281571556,49711.210167673285,49127.24305128028,46645.2825,49266.75,45224.72378162897,51499.0,47290.0,100
50089.0,50893.0,49989.0,50568.0,50942.0,50314.4,50478.13333333333,49505.1,50555.64239398624,50286.427866740356,49818.30889671412,49264.4579987774,46922.2925,49505.1,45757.1540612225,51499.0,48284.0,100
50558.0,50969.0,50558.0,50816.0,50812.6,50298.4,50505.53333333333,49707.3,50642.4282626575,50382.7137091512,49943.02028462486,49412.22390365574,47196.979999999996,49707.3,46138.92725601729,51499.0,48284.0,100
50817.0,51934.0,50074.0,51841.0,50911.4,50449.9,50583.6,50008.35,51041.952175105005,50647.85667112371,50180.26774904675,49643.53591283139,47478.6425,50008.35,46805.37099444928,51841.0,48284.0,100
51840.0,53092.0,51637.0,51792.0,51020.8,50761.2,50603.13333333333,50306.9,51291.96811673667,50855.882730919395,50381.734280415905,49848.15154018078,47765.447499999995,50306.9,47655.099185459316,51841.0,48284.0,100
51795.0,53041.0,51795.0,53041.0,51611.6,51120.7,50802.0,50597.6,51874.97874449112,51253.17677984314,50714.142495363914,50152.23234587785,48050.35249999999,50597.6,48089.22894291961,53041.0,48284.0,100
53047.0,53806.0,52432.0,53198.0,52137.6,51539.8,50922.13333333333,50893.0,52315.98582966075,51606.781001689844,51024.62468344343,50442.305455794245,48334.1175,50893.0,48633.07672696647,53198.0,48284.0,100
53202.0,54857.0,53202.0,54486.0,52871.6,51842.1,51156.13333333333,51097.05,53039.32388644051,52130.27536501896,51457.296598012996,50827.41922190908,48607.0125,51097.05,48363.003806169596,54486.0,48284.0,81
54486.0,54955.0,53850.0,54000.0,53303.4,52107.4,51401.066666666666,51263.55,53359.54925762701,52470.22529865187,51775.13452326137,51129.56977220345,48870.89750000001,51263.55,48261.372625160446,54486.0,48284.0,81
53999.0,54001.0,51643.0,52087.0,53362.4,52191.6,51628.26666666667,51292.95,52935.366171751346,52400.547971624255,51814.1177078537,51220.75360342217,49118.4825,51292.95,48270.67632112865,54486.0,48796.0,81
52094.0,53464.0,51745.0,53464.0,53447.0,52529.3,51896.13333333333,51463.25,53111.577447834235,52593.902885874384,52020.35299437199,51434.39611738197,49359.854999999996,51463.25,48355.87149875518,54486.0,49012.0,81
53474.0,54627.0,53050.0,53341.0,53475.6,52806.6,52185.066666666666,51560.5,53188.051631889495,52729.73872480632,52185.43387007549,51615.977439536066,49587.1625,51560.5,48347.673300658986,54486.0,49565.0,81
53340.0,53905.0,52483.0,53630.0,53304.4,53088.0,52329.53333333333,51693.2,53335.367754593,52893.42259302335,52366.00463631605,51807.7891119612,49804.119999999995,51693.2,48370.5419917183,54486.0,49565.0,81
53633.0,54102.0,52845.0,53157.0,53135.8,53219.6,52450.2,51834.75,53275.91183639534,52941.3457579282,52464.879056776546,51936.28538701252,50016.1875,51834.75,48515.92407054867,54486.0,49565.0,81
53159.0,54048.0,52819.0,53411.0,53400.6,53381.5,52594.6,52071.35,53320.94122426356,53026.73743830489,52583.14417467948,52076.73439777324,50233.36750000001,52071.35,49022.440603183095,54486.0,49989.0,81
53411.0,53936.0,53143.0,53558.0,53419.4,53433.2,52826.0,52276.95,53399.960816175706,53123.33063134036,52705.00115284455,52217.80731227102,50450.7575,52276.95,49415.08064763634,54486.0,50074.0,81
53558.0,53558.0,51252.0,52034.0,53158.0,53316.8,52923.73333333333,52428.3,52944.64054411714,52925.2705165512,52621.12600873898,52200.30185395949,50666.380000000005,52428.3,49984.54075653956,54486.0,50074.0,81
52035.0,52494.0,51166.0,51206.0,52673.2,52988.8,52949.73333333333,52415.45,52365.0936960781,52612.67587717825,52444.23525764661,52105.60643929668,50867.765,52415.45,49948.92584848671,54486.0,51166.0,81
51197.0,51197.0,50265.0,51046.0,52251.0,52693.4,52896.73333333333,52400.4,51925.3957973854,52327.825717691296,52269.45585044078,52004.691540316046,51054.475,52400.4,49904.48394371959,54486.0,50265.0,81
51050.0,51275.0,50510.0,50903.0,51749.4,52575.0,52837.46666666667,52383.3,51584.59719825693,52068.766496292876,52098.648869135686,51899.768536476426,51223.3,52383.3,49851.52614754035,54486.0,50265.0,81
50908.0,51665.0,50908.0,51374.0,51312.6,52366.0,52726.333333333336,52447.65,51514.39813217129,51942.44531514871,52008.06776049372,51849.69534252629,51382.345,52447.65,50093.40835777244,54486.0,50265.0,81
51367.0,51367.0,49411.0,49495.0,50804.8,51981.4,52479.46666666667,52394.0,50841.26542144753,51497.455257848946,51693.93429043201,51625.43864323808,51526.79,52394.0,49831.19840799207,54000.0,49411.0,81
49496.0,49902.0,49130.0,49814.0,50526.4,51599.8,52168.0,52343.9,50498.843614298356,51191.37248369459,51458.942504128005,51452.9206772154,51658.62,52343.9,49625.22841998185,53630.0,49130.0,81
49819.0,50758.0,49520.0,49672.0,50251.6,51251.3,51879.46666666667,52235.45,50223.22907619891,50915.12294120466,51235.57469111201,51283.30918414726,51769.975,52235.45,49282.25549404575,53630.0,49130.0,81
49668.0,51515.0,49327.0,51515.0,50374.0,51061.7,51841.333333333336,52221.6,50653.819384132614,51024.19149734927,51270.502854723,51305.37497613324,51865.71,52221.6,49257.638029933856,53630.0,49130.0,81
51517.0,51935.0,51341.0,51486.0,50396.4,50854.5,51709.46666666667,52143.85,50931.21292275508,51108.1566796494,51297.439997882626,51322.57735935864,51943.02250000001,52143.85,49188.37567089504,53630.0,49130.0,81
51488.0,52275.0,51488.0,52138.0,50925.0,50864.9,51629.26666666667,52090.85,51333.47528183673,51295.40091971314,51402.509998147296,51400.236658467344,52002.915,52090.85,49175.14203965857,53558.0,49130.0,81
52143.0,52435.0,51102.0,51465.0,51255.2,50890.8,51484.933333333334,51939.8,51377.31685455782,51326.23711612893,51410.32124837888,51406.40459575617,52045.052500000005,51939.8,49230.35772528766,53558.0,49130.0,81
51464.0,52383.0,51464.0,51544.0,51629.6,50940.6,51377.4,51817.0,51432.87790303855,51365.830367741844,51427.03109233152,51419.50891996987,52072.725,51817.0,49274.716616897625,53558.0,49130.0,74
51538.0,51538.0,50608.0,51025.0,51531.6,50952.8,51218.333333333336,51763.9,51296.918602025704,51303.8612099706,51376.77720579008,51381.9366418775,52096.2725,51763.9,49202.10391912267,52138.0,49130.0,74
51026.0,51167.0,50915.0,50935.0,51421.4,50908.9,51043.46666666667,51637.45,51176.279068017146,51236.79553543049,51321.55505506632,51339.37124741298,52104.9825,51637.45,49176.11138249966,52138.0,49130.0,74
50932.0,50932.0,49691.0,50622.0,51118.2,51021.6,50949.333333333336,51501.5,50991.5193786781,51125.01452898858,51234.11067318303,51271.05017623079,52102.0325,51501.5,49132.94149322874,52138.0,49130.0,74
50619.0,50621.0,49400.0,49457.0,50716.6,50985.9,50832.73333333333,51292.85,50480.01291911874,50821.73916008156,51011.97183903515,51098.28349278024,52082.015,51292.85,48976.42523109458,52138.0,49130.0,74
49460.0,49846.0,48456.0,49178.0,50243.4,50936.5,50708.2,51093.9,50046.00861274583,50522.877494612185,50782.72535915575,50915.39935061069,52044.9725,51093.9,48768.60295230942,52138.0,48456.0,74
49175.0,49326.0,48714.0,49221.0,49882.6,50707.1,50596.066666666666,50884.4,49771.00574183056,50286.17249559178,50587.509689261286,50754.02798388586,51985.625,50884.4,48680.039376145876,52138.0,48456.0,74
49221.0,49644.0,48262.0,49187.0,49533.0,50477.2,50450.26666666667,50665.85,49576.33716122038,50086.32295093873,50412.44597810363,50604.78722351578,51905.07,50665.85,48712.71014069689,52138.0,48262.0,74
49186.0,49647.0,48573.0,48873.0,49183.2,50150.7,50408.8,50507.8,49341.89144081359,49865.71877804078,50220.015230840676,50439.855106990464,51809.045,50507.8,48511.97149033326,52138.0,48262.0,74
48876.0,51488.0,48876.0,51297.0,49551.2,50133.9,50507.666666666664,50512.35,49993.59429387573,50125.9517274879,50354.638326985594,50521.48795394375,51713.89,50512.35,48509.77183423503,52138.0,48262.0,74
51292.0,52338.0,50703.0,51918.0,50099.2,50171.3,50657.4,50555.95,50635.06286258382,50451.77868612646,50550.058536112396,50654.4891011872,51621.667499999996,50555.95,48472.46028560288,52138.0,48262.0,74
51918.0,52352.0,51736.0,52072.0,50669.4,50276.0,50694.53333333333,50614.4,51114.04190838922,50746.364379558014,50740.30121909834,50789.49013916937,51533.2225,50614.4,48432.00302419597,52138.0,48262.0,74
52073.0,53262.0,52073.0,53155.0,51463.0,50498.0,50805.8,50703.45,51794.361272259484,51184.29812872928,51042.13856671105,51014.77679258181,51446.0125,50703.45,48273.08620212969,53155.0,48262.0,74
53155.0,53716.0,52520.0,53234.0,52335.2,50759.2,50878.86666666667,50890.4,52274.240848172994,51556.97119623305,51316.12124587217,51226.1313837645,51370.832500000004,50890.4,48291.25911116797,53234.0,48262.0,74
53232.0,53664.0,52543.0,53073.0,52690.4,51120.8,50986.066666666666,51053.35,52540.493898782,51832.61279691795,51535.73109013815,51402.023632929784,51306.305,51053.35,48338.512305035794,53234.0,48262.0,74
53074.0,54629.0,53065.0,54249.0,53156.6,51627.9,51166.4,51282.2,53109.995932521335,52271.95592475105,51874.88970387088,51673.164239317426,51258.6425,51282.2,48312.07127551708,54249.0,48262.0,74
54249.0,54600.0,54037.0,54457.0,53633.6,52151.5,51395.2,51429.3,53558.99728834756,52669.2366657054,52197.65349088702,51938.29145462053,51219.027500000004,51429.3,48152.08428540346,54457.0,48262.0,74
54458.0,54886.0,53943.0,54549.0,53912.4,52687.7,51636.13333333333,51582.45,53888.99819223171,53011.01181739532,52491.571804526146,52186.93036370428,51190.9575,51582.45,48033.90300298862,54549.0,48262.0,74
54547.0,54547.0,53779.0,54472.0,54160.0,53247.6,51892.8,51699.15,54083.33212815448,53276.646032414355,52739.12532896038,52404.5560433515,51171.3725,51699.15,47938.048710484065,54549.0,48262.0,74
54470.0,54470.0,53256.0,53735.0,54292.4,53491.4,52178.0,51812.65,53967.22141876965,53359.983117429925,52863.60966284033,52531.26499160373,51165.015,51812.65,47951.00194379415,54549.0,48262.0,74
53735.0,55083.0,53735.0,54478.0,54338.2,53747.4,52531.333333333336,51959.35,54137.480945846444,53563.25891426085,53065.40845498529,52716.66832573671,51172.1325,51959.35,47930.37671763656,54549.0,48262.0,74
54474.0,54980.0,54206.0,54766.0,54400.0,54016.8,52901.0,52146.4,54346.98729723097,53781.93911166796,53277.98239811213,52911.842770904645,51191.2575,52146.4,47963.873280420274,54766.0,48573.0,74
54766.0,56200.0,54766.0,55998.0,54689.8,54301.1,53355.066666666666,52399.55,54897.32486482065,54184.859273182876,53617.984598348114,53205.76250700896,51229.3625,52399.55,47937.41412241869,55998.0,48876.0,79
55998.0,56656.0,55727.0,56038.0,55003.0,54581.5,53832.73333333333,52670.35,55277.54990988044,54521.793950785985,53920.4865235546,53475.49941110335,51287.805,52670.35,48019.21541691188,56038.0,50703.0,79
56041.0,56586.0,55407.0,56384.0,55532.8,54912.6,54171.86666666667,53016.7,55646.36660658696,54860.3768688249,54228.42570811028,53752.49946718875,51373.9975,53016.7,48342.693662820064,56384.0,51736.0,79
56385.0,56780.0,55361.0,55755.0,55788.2,55063.2,54427.666666666664,53345.55,55682.57773772465,55023.03561994764,54419.24749459649,53943.21380364696,51486.58,53345.55,48877.18343155487,56384.0,52073.0,79
55758.0,56644.0,55758.0,56330.0,56101.0,55250.5,54711.53333333333,53701.0,55898.3851584831,55260.66550722988,54658.09155777193,54170.526774728205,51627.409999999996,53701.0,49477.26624892169,56384.0,52520.0,79
56329.0,56830.0,56151.0,56830.0,56267.4,55478.6,54956.53333333333,54083.15,56208.92343898874,55545.9990513699,54929.58011305044,54423.809939039806,51798.275,54083.15,50192.30673535955,56830.0,52543.0,79
56816.0,56816.0,55568.0,55761.0,56212.0,55607.5,55125.0,54427.55,56059.6156259925,55585.090132939,55033.50759891914,54551.161373416966,51994.2625,54427.55,51297.35521532638,56830.0,53065.0,79
55761.0,56696.0,55714.0,56588.0,56252.8,55892.8,55359.333333333336,54692.1,56235.74375066167,55767.43738149555,55227.819149054245,54745.14600452012,52203.25,54692.1,51778.062807375674,56830.0,53256.0,79
56588.0,57367.0,56533.0,57048.0,56511.4,56149.8,55545.933333333334,54948.6,56506.495833774454,56000.266948496355,55455.341755422465,54964.465432661054,52422.8825,54948.6,52155.864681356674,57048.0,53256.0,79
57048.0,57190.0,55979.0,56638.0,56573.0,56337.0,55691.333333333336,55176.9,56550.330555849636,56116.21841240611,55603.174035994656,55123.84967716952,52651.00749999999,55176.9,52626.06955483164,57048.0,53256.0,79
56636.0,56636.0,54881.0,55218.0,56250.6,56259.0,55735.933333333334,55280.05,56106.22037056643,55952.90597378681,55555.02728149532,55132.81637458195,52879.8375,55280.05,52903.72969541189,57048.0,53256.0,79
55219.0,55891.0,55216.0,55749.0,56248.2,56230.1,55821.066666666666,55405.8,55987.14691371096,55915.83216037102,55579.2738713084,55191.500529383666,53105.6075,55405.8,53217.10983462763,57048.0,53735.0,79
55748.0,56212.0,54918.0,56156.0,56161.8,56207.3,55982.46666666667,55559.95,56043.43127580731,55959.499040303555,55651.36463739485,55283.357621823314,53330.9375,55559.95,53631.35346624865,57048.0,54206.0,79
56173.0,56897.0,56143.0,56831.0,56118.4,56314.9,56139.333333333336,55689.05,56305.95418387154,56117.95376024836,55798.819057720495,55430.75213403062,53551.280000000006,55689.05,53783.21344090117,57048.0,54766.0,79
56836.0,57782.0,56836.0,57729.0,56336.6,56454.8,56336.86666666667,55852.65,56780.3027892477,56410.87125838502,56040.091675505435,55649.63288317056,53772.447499999995,55852.65,53839.234267967084,57729.0,54881.0,79
57731.0,58634.0,57698.0,57775.0,56848.0,56549.3,56455.333333333336,56013.95,57111.86852616514,56658.89466595138,56256.955216067254,55852.048799059085,53994.0225,56013.95,53928.53460013415,57775.0,54881.0,79
57778.0,58311.0,57401.0,57421.0,57182.4,56715.3,56547.53333333333,56161.4,57214.912350776765,56797.459272142034,56402.460814058846,56001.47272295822,54217.134999999995,56161.4,54116.30162583861,57775.0,54881.0,79
57425.0,57791.0,57106.0,57766.0,57504.4,56833.1,56639.666666666664,56362.95,57398.60823385118,56973.55758629802,56572.90321230149,56169.52293981934,54444.65,56362.95,54530.628360658935,57775.0,54881.0,79
57769.0,57878.0,56845.0,57704.0,57679.0,56898.7,56769.6,56524.25,57500.40548923412,57106.3652978802,56714.290310763805,56315.6636122175,54672.895000000004,56524.25,54820.60462903881,57775.0,54881.0,79
57704.0,58136.0,57344.0,57701.0,57673.4,57005.0,56861.0,56671.0,57567.27032615608,57214.480698265616,56837.62902191833,56447.60041105393,54899.125,56671.0,55097.81062805604,57775.0,54881.0,79
57698.0,57698.0,56170.0,56489.0,57416.2,57132.1,56838.26666666667,56695.55,57207.84688410406,57082.575116762775,56794.050394178535,56451.543229048795,55113.925,56695.55,55150.055583964335,57775.0,54881.0,79
56489.0,57002.0,55764.0,55815.0,57095.0,57138.7,56841.86666666667,56684.4,56743.56458940271,56852.10691371499,56671.66909490622,56390.92006437748,55314.6275,56684.4,55117.02800841745,57775.0,54881.0,78
55813.0,55948.0,55386.0,55386.0,56619.0,57061.7,56761.73333333333,56634.5,56291.04305960181,56585.542020312256,56510.960458042944,56295.21339157963,55495.517499999994,56634.5,54971.42591866825,57775.0,54881.0,78
55389.0,55888.0,55339.0,55707.0,56219.6,56949.3,56672.333333333336,56632.1,56096.362039734544,56425.807107528206,56410.46540078758,56239.19306857204,55659.84500000001,56632.1,54963.825574134324,57775.0,54881.0,78
