Open,High,Low,Close,SMA_5,SMA_10,SMA_15,SMA_20,EMA_5,EMA_10,EMA_15,EMA_20,TMA,bb_middle_band,bb_lower_band,Highest High,lowest_low,GoogleTrends
63470.0,63478.0,62495.0,62697.0,63097.0,63602.9,63566.2,63390.05,6.317.824.607.448.700,6.338.286.924.660.550,6.350.933.353.887.500,63.658.677.914.139.700,639.392.675,63390.05,6.205.171.962.599.090,64620.0,62350.0,43
62701.0,62968.0,62022.0,62023.0,62888.0,63409.8,6.354.473.333.333.330,63349.7,6.279.316.404.965.800,6.313.562.029.267.720,6.332.354.184.651.560,63.502.899.065.174.000,63851.59,63349.7,619.020.641.203.689,64620.0,62022.0,43
62023.0,62697.0,62023.0,62205.0,62685.4,63168.3,6.346.926.666.666.660,63276.3,6.259.710.936.643.870,6.296.641.660.309.950,6.318.372.411.570.110,6.337.928.963.039.550,63767.77,63276.3,6.175.470.135.384.020,64620.0,62022.0,43
62198.0,62198.0,61448.0,61604.0,62399.6,62987.6,63.350.333.333.333.300,63214.45,6.226.607.291.095.910,62.718.704.493.445.100,6.298.625.860.123.850,63.210.214.427.500.700,636.872.925,63214.45,6.153.475.330.416.610,64620.0,61448.0,43
61602.0,62040.0,60489.0,60881.0,61882.0,62653.9,63135.8,63140.15,6.180.438.194.063.940,62.384.576.403.727.800,62.723.101.276.083.700,6.298.838.448.202.440,6.361.257.749.999.990,63140.15,6.120.503.695.162.390,64620.0,60489.0,43
60883.0,61268.0,60566.0,61060.0,61554.6,62325.8,6.292.013.333.333.330,63063.3,6.155.625.462.709.290,6.214.374.433.032.270,6.251.521.361.657.320,62.804.728.817.069.700,635.451.725,63063.3,6.093.552.152.468.930,64620.0,60489.0,43
61059.0,61571.0,60784.0,61168.0,61383.6,62135.8,62734.4,63004.45,6.142.683.641.806.190,6.196.633.627.026.400,623.468.119.145.016,6.264.884.988.211.070,634.863.925,63004.45,60.739.758.102.634,64341.0,60489.0,43
61188.0,61543.0,61179.0,61424.0,61227.4,61956.4,62.521.333.333.333.300,62908.8,6.142.589.094.537.460,6.186.772.967.567.050,622.314.604.251.889,6.253.219.751.238.590,634.323.475,62908.8,60.548.783.000.062.200,64341.0,60489.0,43
61420.0,61859.0,61194.0,61194.0,61145.4,61772.5,6.237.353.333.333.330,62799.1,6.134.859.396.358.310,617.452.333.710.032,6.210.177.787.204.020,6.240.475.013.025.390,6.338.000.750.000.000,62799.1,6.033.663.676.981.860,64341.0,60489.0,43
61192.0,61459.0,60921.0,61017.0,61172.6,61527.3,6.216.013.333.333.330,62645.0,6.123.806.264.238.870,6.161.282.730.354.800,6.196.618.063.803.520,6.227.258.345.118.210,633.238.975,62645.0,6.014.180.883.670.560,63469.0,60489.0,43
61017.0,61456.0,60772.0,61217.0,61204.0,61379.3,6.195.186.666.666.660,62491.1,61.231.041.761.592.400,6.154.085.870.290.290,6.187.253.305.828.080,62.172.051.693.926.600,632.646.875,62491.1,6.003.456.545.719.480,63469.0,60489.0,43
61216.0,62309.0,61216.0,62303.0,61431.0,61407.3,6.190.086.666.666.660,62408.55,61.588.361.174.395,6.167.942.984.782.960,6.192.634.142.599.570,6.218.452.296.117.170,632.051.225,62408.55,6.004.500.076.421.180,63469.0,60489.0,43
62303.0,62625.0,62033.0,62334.0,61613.0,61420.2,6.184.193.333.333.330,62294.25,6.183.690.744.959.660,6.179.844.260.276.970,6.197.729.874.774.620,6.219.875.886.963.150,631.390.875,62294.25,6.015.950.965.279.260,63469.0,60489.0,43
62337.0,62574.0,61959.0,62404.0,61855.0,61500.2,61800.0,62243.9,6.202.593.829.973.110,6.190.854.394.772.060,62.030.636.404.278,6.221.830.564.395.230,6.307.104.750.000.000,62243.9,601.702.658.085.393,62697.0,60489.0,43
62404.0,63455.0,62148.0,63394.0,62330.4,61751.5,61795.0,62202.7,6.248.195.886.648.740,62.178.626.866.316.900,6.220.105.685.374.320,6.233.027.653.500.450,62.998.920.000.000.000,62202.7,6.025.891.481.639.690,63394.0,60489.0,37
63886.0,63886.0,63030.0,63039.0,63012.4,62221.7,61.942.333.333.333.300,62178.75,6.298.075.949.621.660,6.258.979.153.860.880,6.249.063.727.864.710,62.532.258.115.956.000,628.566.075,62178.75,6.032.895.456.536.540,63891.0,60489.0,37
63039.0,63039.0,62391.0,62565.0,63058.6,62335.8,61.966.333.333.333.300,62146.1,6.284.217.299.747.770,62.585.283.986.134.500,62.499.932.618.816.200,6.253.537.639.062.690,6.278.987.250.000.000,62146.1,6.034.851.585.454.390,63891.0,60489.0,37
62573.0,63206.0,62207.0,62207.0,63019.2,62437.1,6.200.653.333.333.330,62104.8,62.630.448.664.985.100,625.165.050.795.646,6.246.331.604.146.420,6.250.410.244.866.240,6.272.292.999.999.990,62104.8,60.353.255.127.610.200,63891.0,60566.0,37
62207.0,62207.0,61366.0,61513.0,62643.0,62486.7,6.204.866.666.666.660,62007.0,6.225.796.577.665.670,6.233.404.961.055.280,6.234.452.653.628.120,6.240.971.173.926.600,626.524.325,62007.0,6.035.548.941.874.570,63891.0,60772.0,37
61502.0,61502.0,60098.0,60224.0,61909.6,62387.4,6.199.293.333.333.330,61883.35,61.579.977.184.437.800,6.195.040.422.681.590,6.207.946.071.924.600,6.220.154.871.647.880,625.770.975,61883.35,60.092.560.311.065.300,63891.0,60098.0,37
60220.0,60516.0,59705.0,59705.0,61242.8,62127.6,61895.4,61767.45,6.095.498.478.962.520,6.154.214.891.284.940,617.826.531.293.403,6.196.378.217.205.220,62.497.985,61767.45,5.974.301.482.198.250,63891.0,59705.0,37
59718.0,60847.0,59718.0,60670.0,60863.8,61961.2,6.184.513.333.333.330,61690.7,6.085.998.985.975.010,61.383.576.383.240.400,6.164.357.148.817.270,6.184.056.482.233.290,62.418.705,61690.7,5.962.252.088.783.520,63891.0,59705.0,37
60673.0,60685.0,59452.0,59679.0,60358.2,61688.7,6.174.413.333.333.330,61594.45,6.046.632.657.316.670,6.107.365.340.446.940,6.139.800.005.215.110,6.163.470.150.592.030,62.337.705,61594.45,593.476.316.740.122,63891.0,59452.0,37
59679.0,60104.0,59180.0,59478.0,59951.2,61297.1,6.164.153.333.333.330,61524.3,6.013.688.438.211.110,6.078.353.460.365.680,61.158.000.045.632.200,6.142.930.136.249.930,622.569.125,61524.3,5.911.129.804.393.060,63891.0,59180.0,37
59479.0,59479.0,58631.0,58838.0,59674.0,60791.8,6.148.293.333.333.330,61413.2,5.970.392.292.140.740,6.042.980.103.935.550,6.086.800.003.992.820,6.118.251.075.654.700,621.744.075,61413.2,5.873.489.228.056.320,63891.0,58631.0,37
58838.0,59394.0,58677.0,59082.0,59549.4,60396.1,61268.2,61308.9,5.949.661.528.093.830,6.018.474.630.492.720,6.064.475.003.493.720,6.098.246.211.306.630,62.089.630.000.000.000,61308.9,5.844.451.658.292.840,63891.0,58631.0,37
59094.0,59552.0,59045.0,59120.0,59239.4,60051.6,6.105.393.333.333.330,61193.7,5.937.107.685.395.880,5.999.115.606.766.770,6.045.415.628.057.000,6.080.508.476.896.470,62.003.875,61193.7,5.817.588.369.677.760,63891.0,58631.0,37
59120.0,60441.0,59120.0,60263.0,59356.2,59857.2,60911.2,61147.15,5.966.838.456.930.590,6.004.058.223.718.270,604.302.617.454.988,60.753.457.648.111.000,6.192.127.749.999.990,61147.15,5.810.218.889.844.310,63891.0,58631.0,37
60263.0,60696.0,60077.0,60270.0,59514.6,59732.9,6.070.293.333.333.330,61109.8,5.986.892.304.620.390,6.008.229.455.769.490,6.041.022.902.731.140,6.070.741.406.257.660,618.445.175,61109.8,580.411.360.170.924,63039.0,58631.0,37
60264.0,60285.0,59640.0,59971.0,59741.2,59707.6,60441.6,61047.5,599.029.486.974.693,6.006.205.918.356.850,6.035.532.539.889.750,6.063.727.938.995.020,617.723.375,61047.5,5.793.972.777.540.010,62565.0,58631.0,37
59972.0,60204.0,59261.0,59340.0,59792.8,59671.1,60195.0,60899.35,5.971.529.913.164.620,5.993.077.569.564.700,6.022.840.972.403.530,60.513.728.971.859.700,616.968.775,60899.35,5.776.274.200.568.600,62207.0,58631.0,37
59336.0,59336.0,58169.0,58288.0,59626.4,59432.9,5.990.986.666.666.660,60697.05,5.923.953.275.443.080,5.963.208.920.552.930,5.998.585.850.853.090,603.017.547.840.636,616.170.175,60697.05,5.743.717.359.283.450,61513.0,58169.0,37
58297.0,59167.0,58290.0,58708.0,59315.4,59335.8,59676.6,60512.25,5.906.235.516.962.050,5.946.407.298.634.220,5.982.612.619.496.450,6.014.996.861.415.270,61.530.435,60512.25,572.413.604.650.273,60670.0,58169.0,37
58703.0,58952.0,58009.0,58823.0,59026.0,59270.3,5.949.726.666.666.660,60283.7,58.982.570.113.080.300,5.934.751.426.155.270,5.970.073.542.059.390,6.002.359.065.090.010,61.434.485,60283.7,5.721.782.419.690.650,60670.0,58009.0,37
58823.0,59542.0,58168.0,58536.0,58739.0,59240.1,5.938.473.333.333.330,60015.95,5.883.371.340.872.020,59.199.966.213.997.600,59.555.143.493.019.700,5.988.191.535.081.440,613.262.725,60015.95,5.734.739.185.186.200,60670.0,58009.0,58
58526.0,58673.0,57259.0,57311.0,58333.2,59063.0,5.922.513.333.333.330,59729.55,5.832.614.227.248.010,5.885.651.781.145.260,5.927.462.555.639.220,5.963.706.626.978.440,612.038.125,59729.55,5.719.406.436.801.670,60270.0,57259.0,58
57318.0,57352.0,55249.0,56017.0,57879.0,58752.7,5.891.493.333.333.330,59402.15,5.755.642.818.165.340,5.834.024.184.573.390,5.886.742.236.184.320,5.929.229.805.361.450,6.106.661.499.999.990,59402.15,5.672.846.817.338.090,60270.0,55249.0,58
55999.0,55999.0,52629.0,52811.0,56699.6,58007.5,58.457.066.666.666.600,58932.35,55.974.618.787.768.900,5.733.492.514.650.960,5.811.036.956.661.280,5.867.503.157.231.780,6.090.799.250.000.000,58932.35,5.527.435.310.142.380,60270.0,52629.0,58
52811.0,53866.0,51153.0,52949.0,55524.8,57275.4,58021.8,58504.15,5.496.607.919.184.590,565.374.842.107.806,5.746.519.837.078.620,5.812.969.523.209.710,60732.85,58504.15,5.420.581.719.413.290,60270.0,51153.0,58
52938.0,52938.0,47793.0,48668.0,53551.2,56145.1,57343.8,57926.35,52.866.719.461.230.600,5.510.666.889.972.950,5.636.554.857.443.790,5.722.858.140.046.880,60535.0,57926.35,519.348.021.106.819,60270.0,47793.0,58
48671.0,51151.0,48666.0,51151.0,52319.2,55326.2,56.815.066.666.666.600,57498.65,5.229.481.297.415.370,5.438.745.637.250.600,5.571.373.000.263.320,5.664.976.412.423.370,60321.56,57498.65,5.088.689.597.326.910,60270.0,47793.0,58
51151.0,52164.0,49947.0,51395.0,51394.8,54636.9,56.300.066.666.666.600,57034.9,5.199.487.531.610.250,5.384.337.339.568.670,5.517.388.875.230.400,5.614.931.039.811.620,60088.77,57034.9,5.008.547.904.858.310,60270.0,47793.0,58
51398.0,53724.0,51398.0,53343.0,51501.2,54100.4,5.583.873.333.333.330,56718.1,52.444.250.210.735.000,5.375.239.641.465.270,5.494.502.765.826.600,5.588.204.274.115.270,598.449.525,56718.1,4.970.234.809.731.760,59971.0,47793.0,58
53344.0,53643.0,52650.0,53473.0,51606.0,53565.4,55385.6,56417.85,5.278.716.680.715.660,5.370.159.706.653.400,5.476.102.420.098.270,5.565.261.009.913.820,59.589.630.000.000.000,56417.85,4.938.628.547.210.210,59340.0,47793.0,58
53478.0,54968.0,53474.0,54652.0,52802.8,53177.0,55031.0,56208.55,5.340.877.787.143.770,5.387.439.759.989.150,5.474.739.617.585.990,5.555.731.389.922.020,593.293.975,56208.55,4.922.858.626.155.610,58823.0,47793.0,58
54651.0,54651.0,53539.0,54324.0,53437.4,52878.3,54696.6,55970.65,5.371.385.191.429.180,5.395.614.349.082.030,5.469.447.165.387.740,5.543.985.543.262.780,59.062.485,55970.65,49.074.820.034.724.500,58823.0,47793.0,58
54324.0,55073.0,53828.0,55073.0,54173.0,52783.9,5.448.226.666.666.660,55768.3,5.416.690.127.619.450,5.415.920.831.067.110,5.474.178.769.714.270,5.540.491.681.999.660,58.791.215,55768.3,4.901.802.868.397.190,58823.0,47793.0,58
55037.0,55037.0,52246.0,53134.0,54131.2,52816.2,5.411.066.666.666.660,55411.85,5.382.260.085.079.630,5.397.280.679.964.000,54.540.814.234.999.900,5.518.863.902.761.600,58504.45,55411.85,4.889.990.880.631.660,58536.0,47793.0,58
53135.0,53601.0,52336.0,52448.0,53926.2,52766.1,5.368.566.666.666.660,55020.75,5.336.440.056.719.750,5.369.556.919.970.540,5.427.921.245.562.490,5.492.762.578.689.060,5.819.999.750.000.000,55020.75,4.878.936.986.795.940,57311.0,47793.0,58
52472.0,53552.0,52397.0,52440.0,53483.8,53143.3,5.327.926.666.666.660,54644.2,530.562.670.447.984,5.346.728.389.066.810,5.404.931.089.867.180,54.690.709.045.282.000,578.798.325,54644.2,4.875.403.889.524.310,56017.0,47793.0,58
52440.0,53787.0,51853.0,53787.0,53376.4,53406.9,53.044.333.333.333.300,54366.55,5.329.984.469.653.220,5.352.541.409.236.480,5.401.652.203.633.780,5.460.464.151.715.990,57.553.192.500.000.000,54366.55,4.887.815.400.572.350,55073.0,47793.0,58
53787.0,54279.0,52993.0,53796.0,53121.0,53647.0,5.289.626.666.666.660,54141.95,5.346.522.979.768.810,5.357.461.153.011.660,5.398.895.678.179.560,5.452.762.803.933.510,572.254.375,54141.95,48.954.439.866.035,55073.0,47793.0,58
53796.0,54155.0,52677.0,52953.0,53084.8,53608.0,5.290.573.333.333.330,53854.2,5.329.448.653.179.210,5.346.159.125.191.360,5.385.946.218.407.110,5.437.766.346.416.040,56.892.535,53854.2,4.909.058.592.663.200,55073.0,47793.0,58
52955.0,53598.0,51971.0,53351.0,53265.4,53595.8,5.293.253.333.333.330,53580.6,53.313.324.354.528.000,53.441.483.751.565.700,5.379.590.441.106.220,5.427.988.599.138.320,56.557.380.000.000.000,53580.6,4.939.664.988.557.590,55073.0,48666.0,58
53356.0,55027.0,53356.0,54861.0,53749.6,53616.7,53345.4,53396.85,5.382.921.623.635.200,5.369.957.761.491.730,5.392.904.135.967.940,5.433.523.018.268.000,56.226.425,53396.85,4.982.094.881.148.970,55073.0,49947.0,58
54861.0,55768.0,54425.0,55385.0,54069.2,53722.8,5.362.766.666.666.660,53300.55,5.434.781.082.423.470,5.400.601.804.856.870,5.411.103.618.971.950,54.435.208.260.520.000,55.904.975,53300.55,5.006.382.193.141.140,55385.0,51398.0,58
55399.0,56495.0,55399.0,56495.0,54609.0,53865.0,5.396.766.666.666.660,53324.45,5.506.354.054.948.980,5.445.856.022.155.620,544.090.316.660.046,5.463.137.890.237.520,55601.09,53324.45,5.000.191.997.154.440,56495.0,51853.0,58
56498.0,58589.0,56498.0,58118.0,55642.0,54363.4,54286.0,53589.8,56.081.693.699.659.800,5.512.391.290.854.600,5.487.265.270.775.400,5.496.343.805.453.000,553.339.625,53589.8,496.782.195.726.038,58118.0,51853.0,42
58114.0,58114.0,56302.0,56532.0,56278.2,54771.8,5.448.993.333.333.330,53768.95,5.623.179.579.977.320,5.537.992.874.335.580,5.508.007.111.928.470,55.112.824.906.479.500,550.972.025,53768.95,4.966.757.635.328.240,58118.0,51853.0,42
54998.0,56676.0,54121.0,56607.0,56550.0,55309.6,54665.2,54358.25,56.082.687.022.121.400,5.554.621.676.208.110,552.619.607.007.024,5.524.523.308.671.000,547.481.375,54358.25,5.107.640.363.705.280,58118.0,51853.0,42
56609.0,58242.0,56609.0,57624.0,56775.8,55692.4,5.483.526.666.666.660,54669.7,56.596.458.014.747.600,5.592.399.553.261.180,555.572.156.131.146,5.547.178.231.654.710,546.298.775,54669.7,5.138.955.280.208.490,58118.0,51853.0,42
57614.0,57614.0,55528.0,55778.0,56307.8,55974.9,5.501.153.333.333.330,54791.45,5.632.363.867.649.840,558.974.508.903.188,5.558.481.366.147.520,5.550.094.590.544.740,54.533.545,54791.45,5.153.665.160.532.330,58118.0,51853.0,42
55773.0,55792.0,54310.0,55685.0,56138.4,56208.3,55.227.333.333.333.300,54902.05,5.611.075.911.766.560,55.858.823.455.715.300,5.559.733.695.379.080,5.551.847.486.683.330,5.445.775.499.999.990,54902.05,5.168.385.059.816.200,58118.0,51853.0,42
55690.0,56336.0,55166.0,55544.0,56247.6,56276.6,5.543.426.666.666.660,54946.65,5.592.183.941.177.700,558.015.828.274.035,5.559.066.983.456.700,5.552.090.583.189.680,54394.66,54946.65,5.171.883.871.214.710,58118.0,51971.0,42
55544.0,56776.0,55090.0,56286.0,56183.4,56366.7,5.560.086.666.666.660,55044.75,5.604.322.627.451.800,558.896.586.769.665,5.567.758.610.524.610,555.937.719.431.448,54.348.365.000.000.000,55044.75,5.177.955.408.704.310,58118.0,51971.0,42
56287.0,57161.0,56196.0,56381.0,55934.8,56355.3,55773.2,55110.15,5.615.581.751.634.530,5.597.899.346.297.250,5.576.551.284.209.030,5.566.874.604.379.760,543.154.575,55110.15,5.179.332.186.004.600,58118.0,51971.0,42
56381.0,57210.0,56257.0,57210.0,56221.2,56264.5,56057.0,55313.95,5.650.721.167.756.350,5.620.281.283.334.120,5.594.607.373.682.900,5.581.553.213.486.450,543.105.625,55313.95,5.200.697.987.766.890,58118.0,53356.0,42
57208.0,57208.0,56060.0,57103.0,56504.8,56321.6,5.630.713.333.333.330,55546.7,567.058.077.850.424,5.636.648.322.727.910,5.609.068.951.972.540,5.593.814.812.202.030,54336.86,55546.7,5.242.952.704.361.940,58118.0,54121.0,42
57105.0,57620.0,56379.0,56379.0,56671.8,56459.7,56.408.333.333.333.300,55743.65,5.659.687.185.669.490,563.687.590.041.375,5.612.672.832.975.970,5.598.013.401.516.120,543.918.325,55743.65,5.295.620.713.780.700,58118.0,54121.0,42
56381.0,57600.0,55915.0,55982.0,56611.0,56397.2,5.644.813.333.333.330,55853.4,5.639.191.457.112.990,5.629.843.918.520.340,5.610.863.728.853.970,5.598.031.172.800.300,54.466.175,55853.4,5.321.383.114.126.740,58118.0,54121.0,42
55981.0,55981.0,52706.0,53280.0,55990.8,55962.8,56233.8,55827.6,5.535.460.971.408.660,5.574.963.206.062.090,5.575.505.762.747.230,5.572.313.918.247.890,545.504.575,55827.6,5.309.949.447.418.340,57624.0,52706.0,42
53273.0,53855.0,52754.0,53230.0,55194.8,55708.0,5.590.793.333.333.330,55841.45,54.646.406.476.057.700,5.529.151.714.050.800,5.543.942.542.403.820,5.548.569.735.557.610,5.464.981.999.999.990,55841.45,5.316.962.803.924.160,57624.0,52706.0,42
53243.0,53873.0,52399.0,53748.0,54523.8,55514.3,55.722.333.333.333.300,55861.3,5.434.693.765.070.510,5.501.087.766.041.560,5.522.799.724.603.340,5.532.020.236.933.080,54.763.855,55861.3,5.325.878.297.988.450,57624.0,52399.0,42
53751.0,54992.0,53751.0,53920.0,54032.0,55351.9,5.565.046.666.666.660,55814.25,5.420.462.510.047.010,5.481.253.626.761.280,550.644.975.902.793,5.518.684.976.272.780,54.884.725,55814.25,53.109.097.666.028.600,57624.0,52399.0,42
53921.0,54796.0,53258.0,53270.0,53489.6,55050.3,55428.0,55708.5,5.389.308.340.031.340,5.453.207.512.804.680,5.484.018.539.149.430,550.042.926.424.681,550.051.225,55708.5,5.278.772.828.690.930,57210.0,52399.0,42
53276.0,54207.0,52849.0,53385.0,53510.6,54750.7,55145.4,55553.0,5.372.372.226.687.560,5.432.351.601.385.650,5.465.828.721.755.750,5.485.007.429.556.630,55116.55,55553.0,5.248.865.661.193.290,57210.0,52399.0,42
53385.0,53385.0,51897.0,52324.0,53329.4,54262.1,5.491.513.333.333.330,55263.3,53.257.148.177.917.000,5.395.996.764.770.070,5.436.650.131.536.280,5.460.949.579.122.670,55.200.225,55263.3,5.212.898.360.882.460,57210.0,51897.0,42
52319.0,52319.0,50792.0,50792.0,52738.2,53631.0,5.458.893.333.333.330,54976.3,524.354.321.186.114,5.338.397.352.993.690,5.391.968.865.094.250,5.424.592.476.349.080,55.260.592.500.000.000,54976.3,51.347.106.144.611.400,57210.0,50792.0,38
50790.0,50790.0,49433.0,50686.0,52091.4,53061.7,54.265.066.666.666.600,54760.7,5.185.228.807.907.420,5.289.343.288.813.020,5.351.547.756.957.470,5.390.688.430.982.500,55.294.355,54760.7,5.067.825.523.736.200,57210.0,49433.0,38
50683.0,51199.0,50209.0,51014.0,51640.2,52564.9,53913.6,54481.05,5.157.285.871.938.280,52.551.717.817.561.100,5.320.279.287.337.780,5.363.137.151.841.310,5.530.049.500.000.000,54481.05,5.018.229.131.987.030,57210.0,49433.0,38
51016.0,52729.0,51016.0,52290.0,51421.2,52465.9,5.364.086.666.666.660,54214.35,518.119.058.129.219,52.504.132.759.822.700,5.308.869.376.420.560,5.350.362.184.999.280,552.777.275,54214.35,5.006.955.522.703.600,57103.0,49433.0,38
52290.0,52891.0,50902.0,51244.0,51205.2,52267.3,5.324.313.333.333.330,53987.65,5.162.260.387.528.120,5.227.501.771.258.220,52.858.107.043.679.900,53.288.419.769.041.100,552.375.375,53987.65,4.971.572.447.279.450,56379.0,49433.0,38
51244.0,53294.0,51244.0,53273.0,51701.4,52219.8,52987.8,53867.05,5.217.273.591.685.410,5.245.646.903.756.720,52.909.968.663.219.900,5.328.695.121.960.860,551.857.875,53867.05,49.657.879.560.354.000,55982.0,49433.0,38
53271.0,54113.0,52820.0,53838.0,52331.8,52211.6,52818.4,53781.75,5.272.782.394.456.940,5.270.765.648.528.230,5.302.597.258.031.740,533.394.320.558.364,551.275.425,53781.75,4.964.342.329.105.230,53920.0,49433.0,38
53836.0,54751.0,53308.0,54601.0,53049.2,52344.7,52.726.333.333.333.300,53697.5,5.335.221.596.304.630,5.305.190.076.068.550,5.322.285.100.777.770,53.459.581.383.851.900,5.506.018.000.000.000,53697.5,4.970.033.397.893.090,54601.0,49433.0,38
54603.0,55179.0,54447.0,55030.0,53597.2,52509.2,52843.0,53629.95,5.391.147.730.869.750,53.411.555.167.833.600,5.344.874.463.180.550,5.360.914.506.158.030,54986.17,53629.95,4.977.327.254.524.840,55030.0,49433.0,38
55021.0,55021.0,53536.0,53911.0,54130.6,52667.9,52888.4,53465.0,53.911.318.205.798.300,5.350.236.331.913.650,5.350.652.655.282.980,5.363.789.315.095.360,548.937.225,53465.0,4.996.963.546.965.570,55030.0,49433.0,38
53915.0,55225.0,53188.0,55032.0,54482.4,53091.9,52974.0,53361.45,54.284.878.803.865.500,5.378.047.907.929.350,5.369.721.073.372.610,5.377.066.523.181.520,54784.46,53361.45,5.019.620.565.082.420,55032.0,49433.0,38
55037.0,55244.0,54483.0,54966.0,54708.0,53519.9,5.304.373.333.333.330,53290.8,5.451.191.920.257.700,5.399.602.833.760.380,5.385.580.939.201.030,5.388.450.663.830.900,54.661.817.500.000.000,53290.8,503.424.783.350.542,55032.0,49433.0,38
54953.0,54953.0,53610.0,54010.0,54589.8,53819.5,53.093.066.666.666.600,53192.2,54.344.612.801.718.000,5.399.856.863.985.760,53.875.083.218.009.000,53.896.458.387.041.400,5.452.875.749.999.990,53192.2,5.048.874.831.003.230,55032.0,49433.0,38
54014.0,55504.0,54014.0,55255.0,54634.8,54116.0,5.321.773.333.333.330,53290.95,5.464.807.520.114.530,5.422.701.070.533.800,5.404.757.281.575.790,5.402.584.330.256.130,54.401.925,53290.95,504.415.409.753.093,55255.0,49433.0,38
55259.0,57226.0,55259.0,56892.0,55231.0,54680.8,5.352.226.666.666.660,53474.05,5.539.605.013.409.690,5.471.155.421.345.840,54.403.126.213.788.100,5.429.881.060.707.930,5.428.355.500.000.000,53474.05,5.022.169.722.239.590,56892.0,49433.0,38
56885.0,56885.0,55770.0,56286.0,55481.8,54982.1,5.388.853.333.333.330,53600.95,5.569.270.008.939.790,5.499.781.708.373.870,5.463.848.543.706.460,5.448.806.673.973.840,541.705.375,53600.95,50.125.351.204.110.400,56892.0,50209.0,38
56306.0,57334.0,56249.0,57144.0,55917.4,55312.7,54.319.066.666.666.600,53762.15,561.764.667.262.653,5.538.803.215.942.250,5.495.167.475.743.150,5.474.101.276.452.520,540.679.325,53762.15,4.995.871.374.971.400,57144.0,50902.0,38
57146.0,59901.0,57146.0,59270.0,56969.4,55779.6,5.486.946.666.666.660,54062.15,5.720.764.448.417.680,5.609.384.449.407.300,5.549.146.541.275.260,551.723.448.821.895,53.985.615.000.000.000,54062.15,4.957.606.403.225.600,59270.0,50902.0,38
59270.0,59668.0,58760.0,59513.0,57821.0,56227.9,55351.0,54368.55,5.797.609.632.278.450,5.671.550.913.151.420,5.599.415.723.615.850,5.558.574.060.769.520,539.263.925,54368.55,4.930.889.683.105.750,59513.0,51244.0,38
59513.0,59513.0,58094.0,58338.0,58110.2,56670.6,5.582.393.333.333.330,54669.25,5.809.673.088.185.630,5.701.050.747.123.890,5.628.713.758.163.870,55.847.860.549.819.500,53896.69,54669.25,4.942.009.026.248.100,59513.0,52820.0,38
58300.0,58300.0,56099.0,57323.0,58317.6,56899.7,5.609.393.333.333.330,54995.8,57.838.820.587.904.200,5.706.732.429.465.000,56.416.620.383.933.800,5.598.835.002.126.520,53.897.665,54995.8,4.994.317.665.761.730,59513.0,53188.0,34
57327.0,58481.0,57327.0,58196.0,58528.0,57222.7,5.638.446.666.666.660,55371.3,5.795.788.039.193.610,5.727.253.805.925.910,5.663.904.283.594.210,561.986.024.001.924,5.392.819.499.999.990,55371.3,5.054.446.020.154.070,59513.0,53188.0,34
58186.0,58804.0,57547.0,58670.0,58408.0,57688.7,5.665.573.333.333.330,55754.1,58.195.253.594.624.100,5.752.662.204.848.470,5.689.291.248.144.930,5.643.397.360.017.400,539.918.475,55754.1,5.116.157.229.077.590,59513.0,53188.0,34
58670.0,59440.0,58645.0,59199.0,58345.2,58083.1,5.693.366.666.666.660,56099.55,5.852.983.572.974.940,5.783.069.076.694.200,5.718.117.342.126.820,5.669.730.944.777.650,540.861.075,56099.55,5.156.221.186.073.910,59513.0,53188.0,34
59205.0,59616.0,58505.0,59026.0,58482.8,58296.5,5.727.466.666.666.660,56488.65,5.869.522.381.983.290,5.804.801.971.840.710,5.741.177.674.360.960,5.691.908.950.036.920,5.421.115.750.000.000,56488.65,5.236.804.435.155.560,59513.0,53610.0,34
59011.0,59011.0,57201.0,57550.0,58528.2,58422.9,5.744.253.333.333.330,56702.5,5.831.348.254.655.530,5.795.747.067.869.670,5.742.905.465.065.840,569.791.762.146.198,5.435.293.000.000.000,56702.5,5.283.550.175.847.060,59513.0,53610.0,34
57561.0,58314.0,57294.0,57322.0,58353.4,58440.7,57599.6,56876.7,5.798.298.836.437.020,5.784.193.055.529.730,57.415.672.819.326.100,57.011.826.098.941.700,54.507.677.500.000.000,56876.7,5.323.417.658.346.690,59513.0,54014.0,34
57325.0,58747.0,57325.0,58547.0,58328.8,58368.4,57.902.066.666.666.600,57074.0,5.817.099.224.291.340,5.797.012.499.978.870,575.570.887.169.104,5.715.803.313.713.770,546.765.025,57074.0,535.194.977.845.004,59513.0,55259.0,34
58539.0,58717.0,58013.0,58258.0,58140.6,58242.9,5.810.226.666.666.660,57235.4,5.819.999.482.860.890,5.802.246.590.891.800,576.447.026.272.966,5.726.279.188.598.170,54.856.775,57235.4,5.377.489.856.812.740,59513.0,55770.0,34
58256.0,58877.0,57784.0,58560.0,58047.4,58265.1,5.821.346.666.666.660,57467.85,58.319.996.552.406,5.812.019.938.002.380,5.775.911.479.888.450,5.738.633.551.588.820,550.569.175,57467.85,5.432.149.908.028.490,59513.0,56099.0,34
58550.0,58555.0,56663.0,56989.0,57935.2,58231.7,58.260.333.333.333.300,57565.7,57.876.331.034.937.300,57.914.526.765.474.000,5.766.285.044.902.390,5.734.849.403.818.460,55.267.130.000.000.000,57565.7,54.612.665.621.603.400,59513.0,56099.0,34
