Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_15,SMA_20,EMA_5,EMA_10,EMA_15,EMA_20,RSI,CMO,CCI,MACD,ema_sinal,ROC,PPO,TMA,Slow_Stochastic_%K,Slow_Stochastic_%D,Fast_Stochastic_%K,Fast_Stochastic_%D,Chaikin_Oscillator,bb_high_band,bb_middle_band,bb_lower_band,Highest High,lowest_low,wr,mes,ano,Mês,Ibovespa: (Brasil)
39152.0,39707.0,38580.0,39015.0,1595200.0,38501.6,37808.7,38075.13333333333,38733.2,38635.28584765592,38414.79931496203,38503.2337795871,38646.914365153076,51.03420787288519,-7.2390401943910065,19.52140938386894,-374.17630399100017,-436.7930177287376,-1.7996476214447519,-0.9641667206951474,39706.9575,82.26330252310767,73.50010539118806,82.26330252310767,73.50010539118806,-8.481967984247857,0.0,38733.2,35712.01032704001,39152.0,35722.0,-17.73669747689233,3,2009,2009-03-01,85
39018.0,39713.0,38467.0,38607.0,1526800.0,38874.8,38045.9,38000.26666666667,38638.5,38625.85723177061,38449.74489405984,38516.20455713871,38643.11299704326,48.776359121517295,-1.1650485436893216,15.334779818476386,-332.6654505414699,-445.9898018811755,-0.27896164277411856,-0.8575321653560373,39655.2675,72.28764720621398,75.78642356009581,72.28764720621398,75.78642356009581,-1.0343434800490443,0.0,38638.5,35728.194758277044,39152.0,35722.0,-27.712352793786017,3,2009,2009-03-01,85
38608.0,39511.0,38080.0,39511.0,1456800.0,39018.0,38350.2,38053.333333333336,38530.35,38920.90482118041,38642.70036786714,38640.55398749637,38725.76890208676,53.667520181141434,13.197812403260754,32.201700581478185,-224.23768273295718,-443.005658972807,3.3453651391504495,-0.5772402445733038,39592.340000000004,94.93861187672262,83.16318720201474,94.93861187672262,83.16318720201474,7.053030179130439,0.0,38530.35,35935.645756738326,39511.0,35722.0,-5.061388123277374,3,2009,2009-03-01,85
39508.0,40551.0,38850.0,40142.0,1731800.0,39285.4,38524.2,38180.666666666664,38445.4,39327.93654745361,38915.3003009822,38828.23473905933,38860.648054268975,56.77042262640877,19.104186952288213,102.19101430694025,-86.39555487463076,-426.83140334752414,5.138816134101623,-0.22185432072743197,39517.63249999999,91.53033754400496,86.25219887564718,91.53033754400496,86.25219887564718,2.0264416434701413,0.0,38445.4,36202.40500223471,40142.0,35722.0,-8.46966245599503,3,2009,2009-03-01,85
40146.0,41137.0,40146.0,40453.0,1902800.0,39545.6,38832.6,38332.2,38475.7,39702.95769830241,39194.88206443998,39031.33039667691,39012.30062052907,58.254339675542255,21.45963320098317,155.77855245067624,47.39409578216873,-397.51085978215536,5.945054081659378,0.12135416666982737,39438.0025,87.36842105263159,91.27912349111972,87.36842105263159,91.27912349111972,1.2055714806925923,0.0,38475.7,36143.20150267998,40453.0,35722.0,-12.631578947368421,3,2009,2009-03-01,85
40453.0,41053.0,40076.0,40076.0,1394200.0,39757.8,39129.7,38458.4,38495.8,39827.30513220161,39355.08532545089,39161.914097092296,39113.605323335825,55.7558105680097,42.644609747973796,136.01000994516346,121.6008694217453,-357.98124273216337,10.600248378639437,0.31076092008088463,39356.55,80.40627885503233,86.43501248388962,80.40627885503233,86.43501248388962,0.18565047637331616,0.0,38495.8,36115.896506158264,40453.0,35722.0,-19.59372114496768,3,2009,2009-03-01,85
40077.0,42509.0,40077.0,42439.0,1883400.0,40524.2,39699.5,38872.0,38631.25,40697.87008813441,39915.79708445982,39571.54983495576,39430.30957825622,65.68913909977316,53.61407919547454,202.6219572449684,366.85573914595443,-303.68880854504374,16.373258747394974,0.9316936303189272,39277.280000000006,98.85564819355893,88.8767827004076,98.85564819355893,88.8767827004076,0.6712914388628586,1.0,38631.25,35733.7218896963,42439.0,36392.0,-1.1443518064410658,3,2009,2009-03-01,85
42439.0,42439.0,41476.0,41476.0,1826200.0,40917.2,39967.6,39205.86666666667,38769.3,40957.24672542294,40199.470341830754,39809.60610558629,39625.13723746991,59.79709620363141,30.23804839661617,175.38644356917678,478.0057853498656,-237.6738669094908,8.004791417113692,1.2091994001291337,39203.455,83.1126369135197,87.45818798737031,83.1126369135197,87.45818798737031,-0.19487811719298906,0.0,38769.3,35617.069735568155,42439.0,36392.0,-16.8873630864803,3,2009,2009-03-01,85
41478.0,42623.0,41114.0,41799.0,1956400.0,41248.6,40267.0,39432.333333333336,38947.65,41237.83115028196,40490.293916043345,40058.280342388,39832.171786282306,61.05875826627841,46.84856175972927,151.0937976244829,585.4081772720237,-162.50102249547635,11.854745912387273,1.4746249837021925,39139.240000000005,86.77579842721875,89.58136117809913,86.77579842721875,89.58136117809913,-1.2426493188314285,0.0,38947.65,35543.62313318475,42439.0,36392.0,-13.224201572781254,3,2009,2009-03-01,85
41801.0,42680.0,41801.0,42589.0,1640400.0,41675.8,40610.7,39780.333333333336,39168.1,41688.22076685465,40871.8768403991,40374.6202995895,40094.726854255416,64.03187949925741,54.93889000200362,147.07482036048197,725.9039751908422,-78.85420216305434,14.779679288505593,1.8187214106796676,39087.345,98.55279898218829,89.48041144097556,98.55279898218829,89.48041144097556,0.030094553523488367,0.0,39168.1,35436.205741047845,42589.0,36392.0,-1.4472010178117047,3,2009,2009-03-01,85
42589.0,42589.0,41586.0,41907.0,1342000.0,42042.0,40899.9,40100.46666666667,39354.3,41761.1471779031,41060.08105123562,40566.167762140816,40267.32429670728,59.788038585032474,50.155339805825236,112.91055990861358,773.3020621621035,8.76601342270206,14.060586266024334,1.9303313532118986,39049.87,86.97556866048862,90.76805535663188,86.97556866048862,90.76805535663188,-0.009311743048581712,0.0,39354.3,35469.125198269714,42589.0,36745.0,-13.024431339511374,3,2009,2009-03-01,85
41909.0,41909.0,40351.0,40653.0,1508600.0,41684.8,41104.5,40361.26666666667,39575.2,41391.76478526874,40986.06631464732,40577.021791873216,40304.05531606849,52.85185010921743,19.557894736842105,61.16330201878873,701.5905683400197,92.55593359427887,4.7892769686815315,1.7494074490801894,39031.947499999995,55.934782608695656,80.48771675045751,55.934782608695656,80.48771675045751,-1.5872637841401704,0.0,39575.2,35929.55686880902,42589.0,38080.0,-44.06521739130435,3,2009,2009-03-01,85
40661.0,41610.0,40661.0,40926.0,1591200.0,41574.8,41246.0,40503.333333333336,39798.1,41236.50985684583,40975.145166529626,40620.644067889065,40363.28814310958,54.100286300455565,21.72487964764929,58.220531422336165,659.1887931991878,168.8467968882844,5.4657904909161195,1.6411888199165046,39032.252499999995,61.86956521739131,68.25997216219186,61.86956521739131,68.25997216219186,7.99488421255031,0.0,39798.1,36403.108106047985,42589.0,38080.0,-38.130434782608695,3,2009,2009-03-01,85
40918.0,42005.0,40256.0,41976.0,1671600.0,41610.2,41429.4,40714.73333333333,39976.8,41483.00657123055,41157.11877261515,40790.06355940293,40516.87974852771,58.636846436941205,26.982610357347596,66.63370749484086,702.2165899612228,239.00774111936545,7.212913771965672,1.7424968225837771,39042.152500000004,84.69565217391303,67.49999999999999,84.69565217391303,67.49999999999999,50.081814530499926,0.0,39976.8,36518.90094999871,42589.0,38080.0,-15.304347826086957,4,2009,2009-04-01,88
41977.0,44286.0,41977.0,43736.0,2363600.0,41839.6,41757.7,41020.333333333336,40295.15,42234.00438082037,41626.0062685033,41158.30561447756,40823.46262962031,64.89925113585127,39.052030771775996,137.8137605855548,868.3242188777804,309.083404537594,12.100474176598745,2.141155182573451,39073.915,91.1376087657106,79.23427538567164,91.1376087657106,79.23427538567164,1.4515103847247985,0.0,40295.15,36687.12121546962,43736.0,38080.0,-8.862391234289397,4,2009,2009-04-01,88
43738.0,44610.0,43520.0,44391.0,1882800.0,42336.4,42189.2,41378.73333333333,40659.45,42953.00292054692,42128.7324015027,41562.39241266787,41163.228093465994,66.90729445739497,46.88715953307393,159.90031406381763,1040.8208031414397,383.2013250694141,14.981739062864246,2.5486433675155284,39131.4525,96.64624808575803,90.82650300846053,96.64624808575803,90.82650300846053,1.3490681127083597,1.0,40659.45,36943.69976754361,44391.0,38080.0,-3.3537519142419603,4,2009,2009-04-01,88
44385.0,44385.0,43429.0,44167.0,1466200.0,43039.2,42362.0,41749.4,41030.75,43357.66861369795,42499.32651032039,41887.968361084386,41449.30160837399,65.52669916228336,39.945092656142755,140.88403483741249,1146.2375480415576,461.1582431286647,11.784060135152236,2.789930657358974,39218.475,92.30902777777777,93.36429487641546,92.30902777777777,93.36429487641546,1.1170576449690441,0.0,41030.75,37474.75838724278,44391.0,38850.0,-7.690972222222222,4,2009,2009-04-01,88
44163.0,44471.0,43593.0,43825.0,1707600.0,43619.0,42596.9,42037.0,41282.25,43513.4457424653,42740.3580538985,42130.097315948835,41675.55859805267,63.37647483793684,32.400809360429314,126.78341834482804,1188.4844274015704,540.1437180575014,9.174929002042747,2.8785378610397134,39327.975,82.68636965152184,90.54721517168588,82.68636965152184,90.54721517168588,0.771043547855541,0.0,41282.25,37683.094772727956,44391.0,40076.0,-17.313630348478164,4,2009,2009-04-01,88
43828.0,44390.0,43706.0,44182.0,1782400.0,44060.2,42835.2,42306.333333333336,41551.1,43736.29716164354,43002.4747713715,42386.585151455234,41914.26730300004,64.67940252801199,32.67326732673268,120.31384087286987,1236.5184847075507,618.5494126779588,9.218104961313129,2.979406951264032,39459.155,90.5602117335686,88.51853638762275,90.5602117335686,88.51853638762275,0.6417026595887803,0.0,41551.1,37929.06278870583,44391.0,40076.0,-9.439788266431407,4,2009,2009-04-01,88
44183.0,45702.0,44183.0,45539.0,1923800.0,44420.8,43130.2,42645.4,41870.45,44337.198107762364,43463.66117657668,42780.63700752333,42259.47994080956,69.16933109459931,44.08133623819898,150.54829974716912,1368.3113388964703,698.719534283792,13.631599960075855,3.2733786945547876,39611.44,97.10222222222222,90.11626786910422,97.10222222222222,90.11626786910422,0.6534906085843646,0.0,41870.45,38031.0816938851,45539.0,40077.0,-2.897777777777778,4,2009,2009-04-01,88
45536.0,46179.0,45226.0,45992.0,1552600.0,44741.0,43538.7,43039.8,42219.3,44888.798738508245,43923.359144471826,43182.05738158291,42614.95804168483,70.51671186440407,33.892969569779645,154.39106964662332,1492.1113091140433,781.7640831047354,8.372016305756498,3.5432291714700734,39785.745,96.84281614046935,94.83508336542006,96.84281614046935,94.83508336542006,0.622369743530179,0.0,42219.3,38216.71587970977,45992.0,40256.0,-3.1571838595306434,4,2009,2009-04-01,88
45989.0,46591.0,45284.0,45418.0,2127600.0,44991.2,44015.2,43238.4,42559.85,45065.1991590055,44195.11202729513,43461.55020888505,42881.91441866723,66.54807580794557,39.05290271448385,132.946257867715,1526.312296502576,864.6945228860528,9.50429163853795,3.6034867453379054,39981.8125,81.48382004735596,91.80961947001583,81.48382004735596,91.80961947001583,0.4028528188293945,0.0,42559.85,38687.72183709016,45992.0,40256.0,-18.51617995264404,4,2009,2009-04-01,88
45420.0,45453.0,44811.0,45273.0,1758000.0,45280.8,44449.9,43491.53333333333,42847.95,45134.46610600367,44391.09165869601,43687.98143277442,43109.63685498463,65.54455442885408,35.03428801936264,97.28773227592525,1524.1471180006847,944.1481081506812,8.311203617311419,3.5801150357382094,40197.6925,79.19494869771113,85.8405282951788,79.19494869771113,85.8405282951788,0.336663387631724,0.0,42847.95,39069.787829049754,45992.0,40256.0,-20.80505130228887,4,2009,2009-04-01,88
45277.0,46211.0,45277.0,46025.0,1770800.0,45649.4,44854.8,43773.26666666667,43142.1,45431.31073733578,44688.16590256945,43980.10875367762,43387.29048784324,68.2210423994222,34.784369305527434,111.31402520783037,1565.0701591402249,1019.8352847596252,8.067810937096434,3.6542889290181693,40432.5275,91.0655090765588,83.91475927387529,91.0655090765588,83.91475927387529,0.3457046957434898,0.0,43142.1,39336.48457539396,46025.0,40256.0,-8.9344909234412,4,2009,2009-04-01,88
46018.0,46187.0,45723.0,45778.0,1465600.0,45697.2,45059.0,43985.86666666667,43408.35,45546.87382489052,44886.31755664773,44204.84515946791,43614.977108048646,66.39665353675812,40.99332839140104,103.56374621541633,1559.5931097864159,1089.865390790421,9.23712029016632,3.623017129230827,40679.159999999996,87.16653512233623,85.80899763220204,87.16653512233623,85.80899763220204,0.2344493377514265,0.0,43408.35,39647.699190632105,46025.0,40256.0,-12.833464877663772,4,2009,2009-04-01,88
45778.0,45778.0,44275.0,44433.0,1272800.0,45385.4,45063.2,44154.26666666667,43626.2,45175.582549927014,44803.896182711775,44233.36451453443,43692.88405013925,57.39570156179583,39.647577092511014,54.54488887076977,1430.235386107095,1148.2994584627975,9.298206774407793,3.314605856500695,40935.68,65.93528018942384,81.3891081294396,65.93528018942384,81.3891081294396,0.0970627060534065,0.0,43626.2,40170.5191351053,46025.0,40256.0,-34.064719810576165,4,2009,2009-04-01,88
44434.0,45369.0,44434.0,44888.0,1364400.0,45279.4,45135.3,44436.6,43748.65,45079.72169995135,44819.18778585509,44315.193950217625,43806.70461679265,59.400790437196285,40.778097982708935,52.57353542654782,1348.8840597360322,1193.7206458240478,9.680887455407321,3.116770205326872,41191.55,73.11760063141278,75.4064719810576,73.11760063141278,75.4064719810576,0.028118257083294563,0.0,43748.65,40296.36187326444,46025.0,40256.0,-26.882399368587215,4,2009,2009-04-01,88
44888.0,45804.0,44888.0,45801.0,1243600.0,45385.0,45332.9,44761.6,43964.9,45320.14779996757,44997.6990975178,44500.91970644042,43996.63751043145,63.14860587499966,39.931099279674285,74.23103716597082,1342.607276285933,1228.7456709537234,9.112349914236708,3.0889293397534865,41451.33,82.87819679237104,73.97702587106922,82.87819679237104,73.97702587106922,0.0900507559154051,0.0,43964.9,40567.74272368803,46025.0,41977.0,-17.121803207628954,4,2009,2009-04-01,88
45801.0,46946.0,45801.0,46772.0,1528400.0,45534.4,45591.9,45081.333333333336,44213.55,45804.09853331171,45320.29926160547,44784.80474313537,44260.95774753322,66.67230656169981,34.53924914675767,112.70718582431967,1399.8478900924238,1258.005775802264,6.941649899396378,3.2025740175108495,41714.625,95.05260164913278,83.6827996909722,95.05260164913278,83.6827996909722,0.1736477033439788,0.0,44213.55,40759.406431762094,46772.0,43429.0,-4.947398350867217,4,2009,2009-04-01,88
46772.0,46772.0,45662.0,45820.0,1687400.0,45542.8,45620.0,45220.26666666667,44375.1,45809.399022207814,45411.15394131356,44914.20415024345,44409.43796205387,60.55836054327562,15.725762077693407,84.62608957451545,1352.7988223898938,1280.523964768835,3.2191209929940756,3.083908265882574,41974.975,67.98407733864089,81.97162526004823,67.98407733864089,81.97162526004823,0.10930627046826843,0.0,44375.1,40937.80193902255,46772.0,43429.0,-32.01592266135911,4,2009,2009-04-01,88
45819.0,46138.0,44966.0,45821.0,1792400.0,45820.4,45602.9,45315.6,44570.8,45813.26601480521,45485.671406529276,45027.55363146302,44543.872441858264,60.5624515836413,18.65974729241878,58.22820440645869,1300.6002784931698,1295.7386582564138,3.7448773971517197,2.9551599344163595,42235.8,66.44795705338503,76.49487868038624,66.44795705338503,76.49487868038624,0.12509504235735358,0.0,44570.8,41275.09888491094,46772.0,43593.0,-33.552042946614975,4,2009,2009-04-01,88
45825.0,47410.0,45825.0,47227.0,2053400.0,46288.2,45783.8,45519.6,44899.5,46284.51067653681,45802.27660534213,45302.484427530144,44799.40839977653,65.9155486406571,34.26672038678485,116.93393101960926,1357.041871981557,1307.92819063747,7.762692527096406,3.066804687797016,42502.015,95.05939524838013,76.49714321346868,95.05939524838013,76.49714321346868,0.20669168328763415,0.0,44899.5,41937.95996143911,47227.0,43706.0,-4.940604751619871,4,2009,2009-04-01,88
47235.0,48126.0,47235.0,47290.0,2136000.0,46586.0,45985.5,45750.6,45217.7,46619.673784357874,46072.771768007195,45550.923874088876,45036.60759979781,66.1373458690431,32.26074320116255,157.7051393558604,1390.8232700481676,1319.045294537774,7.034538952514599,3.127230149909278,42772.995,78.79786964240427,80.10174064805646,78.79786964240427,80.10174064805646,0.11231815457400751,0.0,45217.7,42697.606343010404,47290.0,44183.0,-21.20213035759574,4,2009,2009-04-01,88
47290.0,50405.0,47290.0,50405.0,2502000.0,47312.6,46423.5,46165.46666666667,45639.15,47881.44918957192,46860.44962836952,46157.68338982777,45547.88306648374,74.85133371628342,42.714185393258425,254.4215438352918,1649.9303680200392,1339.3956439732592,10.68534662596895,3.6735411342742967,43056.1125,100.0,91.28575496359478,100.0,91.28575496359478,0.19610842316939892,1.0,45639.15,42652.465532233255,50405.0,44275.0,-0.0,5,2009,2009-05-01,100
50404.0,50909.0,50013.0,50670.0,1945400.0,48282.6,46912.7,46507.53333333333,45985.85,48810.96612638128,47553.09515048415,46721.722966099296,46035.70372681862,75.43058014290145,41.7529453766512,267.2038579755016,1855.2714804706993,1373.0549010718676,10.171334145068707,4.091884306623441,43340.6475,96.39734700030148,91.73173888090191,96.39734700030148,91.73173888090191,0.24286955536203264,1.0,45985.85,42411.36053855252,50670.0,44275.0,-3.6026529996985226,5,2009,2009-05-01,100
50675.0,52096.0,50672.0,51499.0,2468600.0,49418.2,47619.3,46874.666666666664,46341.25,49706.97741758752,48270.53239585066,47318.88259533689,46556.0176575978,77.19979469543871,53.067457893358934,234.15199921673133,2061.139628624689,1422.1202147170898,13.388964727641023,4.500651336737077,43624.7375,92.36670502493287,96.25468400841145,92.36670502493287,96.25468400841145,0.2464442998572974,1.0,46341.25,42117.27159688297,51499.0,44275.0,-7.633294975067127,5,2009,2009-05-01,100
51499.0,52079.0,49743.0,50058.0,2030200.0,49984.4,48136.3,47184.0,46635.8,49823.98494505835,48595.52650569599,47661.27227091978,46889.539785445624,68.02961682583546,37.51470011760094,160.0918454579736,2083.991999644204,1479.9968868471167,10.569213438473263,4.5193996066262425,43904.990000000005,73.94195115714103,87.56866772745845,73.94195115714103,87.56866772745845,0.1607364349099878,0.0,46635.8,42241.220584401846,51499.0,44275.0,-26.05804884285897,5,2009,2009-05-01,100
50066.0,51396.0,50051.0,51396.0,1692800.0,50805.6,48695.8,47592.2,47014.35,50347.98996337224,49104.703504660356,48128.11323705481,47318.72647254604,71.42385330600575,40.25935087324788,141.9018264719479,2184.8821250909023,1545.2333665400854,11.669744703965236,4.698313597487575,44191.595,91.04973788518093,85.7861313557516,91.04973788518093,85.7861313557516,0.1787153487968843,0.0,47014.35,42356.99996913491,51499.0,44275.0,-8.950262114819077,5,2009,2009-05-01,100
51389.0,51389.0,50060.0,50976.0,1285600.0,50919.8,49116.2,47922.26666666667,47354.05,50557.32664224816,49444.93923108574,48484.09908242296,47667.03823706547,68.9492715985872,38.46381530264911,115.75447403592287,2205.523880069464,1613.3963340847604,11.354799248547337,4.709152867304005,44481.74250000001,85.67958061628947,83.55708988620381,85.67958061628947,83.55708988620381,0.1833873327704358,0.0,47354.05,42582.90571482071,51499.0,44275.0,-14.320419383710522,5,2009,2009-05-01,100
50980.0,51565.0,49808.0,50326.0,1852000.0,50851.0,49566.8,48225.46666666667,47593.4,50480.217761498774,49605.132098161055,48714.33669712009,47920.272690678285,65.18521312849285,45.97082455729776,93.79969430763786,2144.7101681003114,1678.2731866739746,13.262665136272588,4.554159266784991,44767.89,76.89898198903681,84.54276683016907,76.89898198903681,84.54276683016907,0.13827320462208323,0.0,47593.4,42731.06721007303,51499.0,44434.0,-23.101018010963195,5,2009,2009-05-01,100
50317.0,50317.0,48430.0,48679.0,1712200.0,50287.0,49852.6,48508.53333333333,47727.75,49879.81184099919,49436.74444394995,48709.919609980076,47992.53243442321,56.73372977801742,27.057312111912076,44.13763356852775,1941.2383405677829,1730.312978486824,8.44546426661914,4.111844670994662,45043.3125,52.594339622641506,71.72430074265593,52.594339622641506,71.72430074265593,0.06050820696126232,0.0,47727.75,42901.47922951903,51499.0,44888.0,-47.405660377358494,5,2009,2009-05-01,100
48671.0,49461.0,48284.0,49446.0,1416200.0,50164.6,50074.5,48812.4,47929.15,49735.20789399946,49438.42727232268,48801.929658732566,48130.95791685909,59.375290321035195,26.289217454020918,36.90981901005511,1820.8859020101881,1767.2413621879823,7.95834152092749,3.8434409226599673,45311.7775,62.833099579242635,64.10880706364031,62.833099579242635,64.10880706364031,0.07500318444430285,0.0,47929.15,43169.51458223963,51499.0,44966.0,-37.166900420757365,5,2009,2009-05-01,100
49447.0,49552.0,48796.0,49007.0,1508800.0,49686.8,50246.2,49026.13333333333,48115.85,49492.471929332976,49359.98595008219,48827.563451391,48214.39049620585,57.221878651344014,16.762919072976825,33.64632237871666,1670.821901407966,1787.018749325523,4.778499957239374,3.5177247591635963,45575.1725,56.67601683029453,57.36781867739288,56.67601683029453,57.36781867739288,0.048976619274444855,0.0,48115.85,43496.75622416053,51499.0,44966.0,-43.32398316970547,5,2009,2009-05-01,100
49012.0,51490.0,49012.0,51463.0,1731600.0,49784.2,50352.0,49338.86666666667,48387.75,50149.31461955533,49742.352140976334,49156.99301996712,48523.78187751958,64.89306824830959,38.033295140527066,74.93764383259588,1730.129913455712,1797.4007236587565,12.315582714971628,3.6202008133965466,45837.455,91.12201963534362,70.21037868162692,91.12201963534362,70.21037868162692,0.09434373411412858,0.0,48387.75,43654.18255567232,51499.0,44966.0,-8.87798036465638,5,2009,2009-05-01,100
51465.0,52145.0,50987.0,51347.0,2003200.0,49988.4,50419.7,49707.333333333336,48666.2,50548.54307970355,50034.106297162456,49430.74389247123,48792.65979394628,64.30651118733812,36.95826645264847,93.41690144155501,1747.6261631973248,1802.054204813569,12.059972501691364,3.6367661090649914,46100.3475,87.37341772151899,78.39048472905237,87.37341772151899,78.39048472905237,0.0762405735137096,0.0,48666.2,43924.28095387544,51499.0,45825.0,-12.626582278481013,5,2009,2009-05-01,100
51349.0,52640.0,51143.0,51245.0,2062000.0,50501.6,50394.3,50068.933333333334,49006.8,50780.69538646904,50254.26878858746,49657.52590591233,49026.21600404663,63.76076296528847,29.440211019929656,94.45370517177112,1733.2813313630031,1802.281517814626,8.507845088614564,3.5892622007558215,46369.377499999995,74.19056429232192,84.22866721639484,74.19056429232192,84.22866721639484,-0.00116928260990908,0.0,49006.8,44560.69965925207,51499.0,47235.0,-25.809435707678077,5,2009,2009-05-01,100
51244.0,51244.0,49565.0,50087.0,1681000.0,50629.8,50397.2,50259.6,49266.75,50549.46359097936,50223.856281571556,49711.210167673285,49127.24305128028,57.76686618197655,18.971715390354742,42.71041158649236,1609.9139408220071,1794.7322950555981,5.914569676464368,3.3246337907729564,46645.2825,52.280373831775705,71.28145194853886,52.280373831775705,71.28145194853886,-0.05858807310621678,0.0,49266.75,45224.72378162897,51499.0,47290.0,-47.7196261682243,5,2009,2009-05-01,100
