Open_IBOVESPA,High_IBOVESPA,Low_IBOVESPA,Close_IBOVESPA,SMA_5,SMA_10,SMA_15,SMA_20,EMA_5,EMA_10,EMA_15,EMA_20,RSI,CMO,CCI,MACD,ema_sinal,ROC,PPO,TMA,Slow_Stochastic_%K,Slow_Stochastic_%D,Fast_Stochastic_%K,Fast_Stochastic_%D,Chaikin_Oscillator,bb_high_band,bb_middle_band,bb_lower_band,Highest High,lowest_low,wr,GoogleTrends,variation_USB,variation_gold,variation_silver,variation_oil
45778.0,45778.0,44275.0,44433.0,45385.4,45063.2,44154.26666666667,43626.2,45175.58254992701,44803.896182711775,44233.36451453443,43692.88405013925,57.39570156179583,39.64757709251101,54.54488887076977,1430.235386107095,1148.2994584627977,9.298206774407792,3.314605856500695,40935.68,65.93528018942384,81.3891081294396,65.93528018942384,81.3891081294396,0.0970627060534065,0.0,43626.2,40170.5191351053,46025.0,40256.0,-34.064719810576165,88,0.0482,18.20001220703125,0.0,-4.279998779296875
44434.0,45369.0,44434.0,44888.0,45279.4,45135.3,44436.6,43748.65,45079.72169995135,44819.18778585509,44315.193950217625,43806.70461679265,59.400790437196285,40.778097982708935,52.57353542654782,1348.8840597360322,1193.7206458240478,9.68088745540732,3.116770205326872,41191.55,73.11760063141278,75.4064719810576,73.11760063141278,75.4064719810576,0.0281182570832945,0.0,43748.65,40296.36187326444,46025.0,40256.0,-26.882399368587212,88,0.0649999999999999,8.70001220703125,0.1500005722045898,0.1699981689453125
44888.0,45804.0,44888.0,45801.0,45385.0,45332.9,44761.6,43964.9,45320.14779996757,44997.6990975178,44500.91970644042,43996.63751043145,63.14860587499966,39.931099279674285,74.23103716597082,1342.607276285933,1228.7456709537234,9.112349914236708,3.0889293397534865,41451.33,82.87819679237104,73.97702587106922,82.87819679237104,73.97702587106922,0.0900507559154051,0.0,43964.9,40567.74272368803,46025.0,41977.0,-17.121803207628954,88,-0.0076999999999998,12.300048828125,-0.0050001144409179,1.1299972534179688
45801.0,46946.0,45801.0,46772.0,45534.4,45591.9,45081.333333333336,44213.55,45804.09853331171,45320.29926160547,44784.80474313537,44260.95774753322,66.67230656169981,34.53924914675767,112.70718582431968,1399.8478900924238,1258.005775802264,6.941649899396378,3.202574017510849,41714.625,95.05260164913278,83.6827996909722,95.05260164913278,83.6827996909722,0.1736477033439788,0.0,44213.55,40759.406431762094,46772.0,43429.0,-4.947398350867217,88,0.0552999999999999,2.39996337890625,0.0,1.8999977111816408
46772.0,46772.0,45662.0,45820.0,45542.8,45620.0,45220.26666666667,44375.1,45809.39902220781,45411.15394131356,44914.20415024345,44409.43796205387,60.55836054327562,15.725762077693409,84.62608957451545,1352.7988223898938,1280.523964768835,3.219120992994076,3.083908265882574,41974.975,67.98407733864089,81.97162526004823,67.98407733864089,81.97162526004823,0.1093062704682684,0.0,44375.1,40937.80193902255,46772.0,43429.0,-32.01592266135911,88,0.0913000000000003,-10.5999755859375,0.0,-1.3100013732910156
45819.0,46138.0,44966.0,45821.0,45820.4,45602.9,45315.6,44570.8,45813.26601480521,45485.67140652928,45027.55363146302,44543.87244185826,60.5624515836413,18.65974729241878,58.22820440645869,1300.6002784931698,1295.7386582564138,3.74487739715172,2.9551599344163595,42235.8,66.44795705338503,76.49487868038624,66.44795705338503,76.49487868038624,0.1250950423573535,0.0,44570.8,41275.09888491094,46772.0,43593.0,-33.552042946614975,88,0.0086999999999997,-6.9000244140625,0.0,-0.1800003051757812
45825.0,47410.0,45825.0,47227.0,46288.2,45783.8,45519.6,44899.5,46284.51067653681,45802.27660534213,45302.484427530144,44799.40839977653,65.9155486406571,34.26672038678485,116.93393101960926,1357.041871981557,1307.92819063747,7.762692527096406,3.066804687797016,42502.015,95.05939524838011,76.49714321346868,95.05939524838011,76.49714321346868,0.2066916832876341,0.0,44899.5,41937.95996143911,47227.0,43706.0,-4.940604751619871,88,0.0110000000000001,9.70001220703125,0.309000015258789,1.720001220703125
47235.0,48126.0,47235.0,47290.0,46586.0,45985.5,45750.6,45217.7,46619.673784357874,46072.7717680072,45550.92387408888,45036.60759979781,66.1373458690431,32.26074320116255,157.7051393558604,1390.8232700481676,1319.045294537774,7.034538952514599,3.127230149909278,42772.995,78.79786964240427,80.10174064805646,78.79786964240427,80.10174064805646,0.1123181545740075,0.0,45217.7,42697.6063430104,47290.0,44183.0,-21.20213035759574,88,0.0504999999999999,-7.5,-0.4650001525878906,0.3299980163574219
47290.0,50405.0,47290.0,50405.0,47312.6,46423.5,46165.46666666667,45639.15,47881.44918957192,46860.44962836952,46157.68338982777,45547.88306648374,74.85133371628342,42.714185393258425,254.4215438352918,1649.9303680200392,1339.3956439732592,10.68534662596895,3.6735411342742967,43056.1125,100.0,91.28575496359478,100.0,91.28575496359478,0.1961084231693989,1.0,45639.15,42652.465532233255,50405.0,44275.0,-0.0,100,0.0319999999999995,15.79998779296875,0.6280002593994141,1.8500022888183596
50404.0,50909.0,50013.0,50670.0,48282.6,46912.7,46507.53333333333,45985.85,48810.96612638128,47553.09515048415,46721.722966099296,46035.70372681862,75.43058014290145,41.7529453766512,267.2038579755016,1855.2714804706995,1373.0549010718676,10.171334145068707,4.091884306623441,43340.6475,96.39734700030148,91.73173888090191,96.39734700030148,91.73173888090191,0.2428695553620326,1.0,45985.85,42411.36053855252,50670.0,44275.0,-3.6026529996985226,100,0.0634000000000001,0.20001220703125,0.322000503540039,-0.6199989318847656
50675.0,52096.0,50672.0,51499.0,49418.2,47619.3,46874.66666666666,46341.25,49706.97741758752,48270.53239585066,47318.88259533689,46556.0176575978,77.19979469543871,53.06745789335893,234.15199921673133,2061.139628624689,1422.1202147170898,13.388964727641024,4.500651336737077,43624.7375,92.36670502493288,96.25468400841145,92.36670502493288,96.25468400841145,0.2464442998572974,1.0,46341.25,42117.27159688297,51499.0,44275.0,-7.633294975067127,100,-0.0149999999999996,9.20001220703125,0.3819999694824219,2.220001220703125
51499.0,52079.0,49743.0,50058.0,49984.4,48136.3,47184.0,46635.8,49823.98494505835,48595.52650569599,47661.27227091978,46889.53978544562,68.02961682583546,37.51470011760094,160.0918454579736,2083.991999644204,1479.996886847117,10.569213438473264,4.5193996066262425,43904.990000000005,73.94195115714103,87.56866772745845,73.94195115714103,87.56866772745845,0.1607364349099878,0.0,46635.8,42241.220584401846,51499.0,44275.0,-26.05804884285897,100,0.0047999999999999,-7.4000244140625,0.2620000839233398,0.4099998474121094
50066.0,51396.0,50051.0,51396.0,50805.6,48695.8,47592.2,47014.35,50347.98996337224,49104.70350466036,48128.11323705481,47318.72647254604,71.42385330600575,40.25935087324788,141.9018264719479,2184.8821250909023,1545.2333665400854,11.669744703965236,4.698313597487575,44191.595,91.04973788518092,85.7861313557516,91.04973788518092,85.7861313557516,0.1787153487968843,0.0,47014.35,42356.99996913491,51499.0,44275.0,-8.950262114819077,100,0.0408999999999997,4.300048828125,0.1350002288818359,2.1300010681152344
51389.0,51389.0,50060.0,50976.0,50919.8,49116.2,47922.26666666667,47354.05,50557.32664224816,49444.93923108574,48484.09908242296,47667.03823706547,68.9492715985872,38.46381530264911,115.75447403592288,2205.523880069464,1613.3963340847604,11.354799248547335,4.709152867304005,44481.74250000001,85.67958061628947,83.55708988620381,85.67958061628947,83.55708988620381,0.1833873327704358,0.0,47354.05,42582.90571482071,51499.0,44275.0,-14.320419383710522,100,0.0580000000000002,-0.0999755859375,-0.1300001144409179,0.0099983215332031
50980.0,51565.0,49808.0,50326.0,50851.0,49566.8,48225.46666666667,47593.4,50480.21776149877,49605.132098161055,48714.33669712009,47920.272690678285,65.18521312849285,45.97082455729776,93.79969430763786,2144.7101681003114,1678.2731866739746,13.262665136272588,4.554159266784991,44767.89,76.89898198903681,84.54276683016907,76.89898198903681,84.54276683016907,0.1382732046220832,0.0,47593.4,42731.06721007303,51499.0,44434.0,-23.101018010963195,100,0.0085999999999999,5.0,0.2849998474121094,0.75
50317.0,50317.0,48430.0,48679.0,50287.0,49852.6,48508.53333333333,47727.75,49879.81184099919,49436.74444394995,48709.91960998008,47992.53243442321,56.73372977801742,27.05731211191208,44.13763356852775,1941.2383405677829,1730.312978486824,8.44546426661914,4.111844670994662,45043.3125,52.59433962264151,71.72430074265593,52.59433962264151,71.72430074265593,0.0605082069612623,0.0,47727.75,42901.47922951903,51499.0,44888.0,-47.405660377358494,100,0.0182000000000002,3.5,-0.2849998474121094,-1.270000457763672
48671.0,49461.0,48284.0,49446.0,50164.6,50074.5,48812.4,47929.15,49735.20789399946,49438.42727232268,48801.929658732566,48130.95791685909,59.3752903210352,26.28921745402092,36.90981901005511,1820.885902010188,1767.2413621879823,7.95834152092749,3.8434409226599673,45311.7775,62.83309957924264,64.10880706364031,62.83309957924264,64.10880706364031,0.0750031844443028,0.0,47929.15,43169.51458223963,51499.0,44966.0,-37.166900420757365,100,0.0244999999999997,5.4000244140625,0.2150001525878906,0.8899993896484375
49447.0,49552.0,48796.0,49007.0,49686.8,50246.2,49026.13333333333,48115.85,49492.471929332976,49359.98595008219,48827.563451391,48214.39049620585,57.221878651344014,16.762919072976825,33.64632237871666,1670.821901407966,1787.018749325523,4.778499957239374,3.5177247591635963,45575.1725,56.67601683029453,57.36781867739288,56.67601683029453,57.36781867739288,0.0489766192744448,0.0,48115.85,43496.75622416053,51499.0,44966.0,-43.32398316970547,100,-0.0146000000000001,5.70001220703125,0.0349998474121093,-2.200000762939453
